Date,Open,High,Low,Close,Adj Close,Volume
11/01/2023,326.5,328.880005,321.350006,327.26001,327.26001,9579700
12/01/2023,332.5,332.950012,323.140015,330.130005,330.130005,10856200
13/01/2023,329.970001,336.649994,328.890015,332.820007,332.820007,8286800
17/01/2023,331.079987,332.5,323.600006,326.220001,326.220001,9247000
18/01/2023,326.75,330.079987,321.25,326.329987,326.329987,7814100
19/01/2023,322.570007,324.890015,313.390015,315.779999,315.779999,18008200
20/01/2023,336.790009,344,332.630005,342.5,342.5,28430300
23/01/2023,341.720001,362.25,340.630005,357.420013,357.420013,15646900
24/01/2023,357.529999,365.649994,355.140015,363.829987,363.829987,11796500
25/01/2023,360.570007,368.899994,358.5,367.959991,367.959991,7766900
26/01/2023,368.769989,369.019989,361.700012,364.869995,364.869995,8256800
27/01/2023,363.200012,365.920013,360.589996,360.769989,360.769989,6703500
30/01/2023,358.440002,360.950012,352.859985,353.109985,353.109985,5127600
31/01/2023,349.980011,355.950012,348.709991,353.859985,353.859985,5660700
01/02/2023,353.859985,365.390015,349.910004,361.98999,361.98999,8005200
02/02/2023,365.160004,368.320007,358.429993,366.890015,366.890015,7857000
03/02/2023,359.079987,379.429993,359,365.899994,365.899994,9402000
06/02/2023,363.640015,368.450012,360.679993,361.480011,361.480011,4994900
07/02/2023,358.51001,364.179993,354.179993,362.950012,362.950012,6289400
08/02/2023,360.019989,368.190002,358.309998,366.829987,366.829987,6253200
09/02/2023,372.410004,373.829987,361.73999,362.5,362.5,6901100
10/02/2023,359.160004,362.140015,347.140015,347.359985,347.359985,7291100
13/02/2023,349.5,359.700012,344.25,358.570007,358.570007,7134400
14/02/2023,357.549988,363.75,353.399994,359.959991,359.959991,4624800
15/02/2023,356.630005,362.880005,354.23999,361.420013,361.420013,3966000
16/02/2023,355,361.5,350.309998,350.709991,350.709991,5215700
17/02/2023,347.910004,349,342.440002,347.959991,347.959991,5294700
21/02/2023,342.850006,344.130005,336.420013,337.5,337.5,5710300
22/02/2023,337.5,341.910004,332.820007,334.880005,334.880005,4546200
23/02/2023,331.230011,331.279999,314.299988,323.649994,323.649994,13238700
24/02/2023,319.299988,321.5,314.519989,317.149994,317.149994,6830700
27/02/2023,323.869995,330,322.119995,323.029999,323.029999,6142600
28/02/2023,323.700012,327.619995,321.170013,322.130005,322.130005,3676100
01/03/2023,321.549988,326.600006,312.359985,313.480011,313.480011,4911300
02/03/2023,310.959991,315.570007,310.380005,311.880005,311.880005,4911000
03/03/2023,315.450012,317.48999,310.820007,315.179993,315.179993,5953300
06/03/2023,317,323.299988,311.839996,312.029999,312.029999,5660700
07/03/2023,312.679993,314.299988,306.619995,308.470001,308.470001,4553100
08/03/2023,309.290009,311.829987,305.75,311.790009,311.790009,3479500
09/03/2023,312.079987,312.51001,294.880005,297.779999,297.779999,7443400
10/03/2023,297.899994,298.790009,289,292.76001,292.76001,5759300
13/03/2023,287.339996,299.23999,285.329987,293.51001,293.51001,6292400
14/03/2023,295.970001,297.450012,290.309998,294.940002,294.940002,5956700
15/03/2023,292.51001,306.309998,292.279999,303.790009,303.790009,9215300
16/03/2023,304.75,316.600006,301.709991,310.059998,310.059998,7903700
17/03/2023,310.059998,310.76001,300,303.5,303.5,6918800
20/03/2023,299.790009,307.5,296,305.130005,305.130005,5113400
21/03/2023,306.320007,307.920013,300.429993,305.790009,305.790009,4886300
22/03/2023,306.309998,306.450012,293.540009,293.899994,293.899994,5808000
23/03/2023,304.679993,322.779999,304.140015,320.369995,320.369995,15653300
24/03/2023,320.630005,331.829987,320.630005,328.390015,328.390015,12991700
27/03/2023,327.549988,336.440002,324.410004,327.660004,327.660004,8625800
28/03/2023,326.059998,333.320007,321.279999,323.519989,323.519989,6489400
29/03/2023,326.290009,332.850006,325.730011,332.029999,332.029999,6287300
30/03/2023,340.269989,343.290009,335.299988,338.429993,338.429993,7131500
31/03/2023,340.049988,345.839996,337.200012,345.480011,345.480011,5610200
03/04/2023,341.829987,348.579987,340.399994,348.279999,348.279999,4413700
04/04/2023,348.48999,349.799988,343.950012,346.75,346.75,3298100
05/04/2023,345.299988,345.429993,336.25,342.350006,342.350006,4205500
06/04/2023,339.339996,340.480011,332.630005,339.329987,339.329987,4660500
10/04/2023,335.269989,339.880005,333.359985,338.98999,338.98999,2657900
11/04/2023,343.450012,347.140015,337.640015,338.209991,338.209991,4044800
12/04/2023,340.809998,342.799988,330.040009,331.029999,331.029999,3965400
13/04/2023,339.98999,346.429993,338.75,346.190002,346.190002,7406400
14/04/2023,342.940002,344.850006,336.410004,338.630005,338.630005,5350500
17/04/2023,338,338.390015,327.5,332.720001,332.720001,6136000
18/04/2023,335,337.190002,330.5,333.700012,333.700012,17944500
19/04/2023,324.209991,325.75,316.100006,323.119995,323.119995,22128300
20/04/2023,320.390015,331.429993,318.329987,325.350006,325.350006,9947800
21/04/2023,323,328.290009,319.5,327.980011,327.980011,6348000
24/04/2023,330.200012,334.660004,326.75,329.019989,329.019989,5586600
25/04/2023,328.5,328.660004,321.100006,322.549988,322.549988,5426600
26/04/2023,321.359985,325.899994,320.470001,321.149994,321.149994,4623200
27/04/2023,324.299988,327.450012,317.440002,325.850006,325.850006,5618800
28/04/2023,325.23999,330.809998,324,329.929993,329.929993,4221900
01/05/2023,329.440002,331.230011,318.089996,324.119995,324.119995,5341500
02/05/2023,325,326.070007,315.619995,317.549988,317.549988,4318600
03/05/2023,317.549988,324.619995,315.850006,319.299988,319.299988,5064100
04/05/2023,319.01001,323.609985,317.950012,320.779999,320.779999,3879700
05/05/2023,323.609985,324.149994,319.440002,322.76001,322.76001,3988600
08/05/2023,322.98999,332.559998,322.029999,331.209991,331.209991,5488600
09/05/2023,330.670013,336.320007,329.73999,332.140015,332.140015,5544900
10/05/2023,335.209991,337.109985,329.51001,335.420013,335.420013,4289900
11/05/2023,334.980011,345.470001,331.839996,344.76001,344.76001,8033500
12/05/2023,344.76001,348.170013,337.359985,339.890015,339.890015,6079900
15/05/2023,340.619995,341.899994,335.540009,335.890015,335.890015,3653000
16/05/2023,334,335.170013,331.910004,333.75,333.75,3332200
17/05/2023,331.76001,341.380005,329.619995,339.959991,339.959991,3958800
18/05/2023,347.25,375.869995,346.369995,371.290009,371.290009,20925200
19/05/2023,369.859985,369.98999,363.809998,365.359985,365.359985,7850900
22/05/2023,365.359985,372.01001,362.5,363.01001,363.01001,5406400
23/05/2023,360.23999,364.170013,354.309998,355.98999,355.98999,6866100
24/05/2023,356.929993,367.149994,356.630005,364.850006,364.850006,7973300
25/05/2023,359.609985,367.450012,357.420013,359,359,6263100
26/05/2023,361.100006,383.76001,356,378.880005,378.880005,9360400
30/05/2023,397.480011,405.109985,385.790009,392.980011,392.980011,10865000
31/05/2023,391.890015,396.26001,388.910004,395.230011,395.230011,6988000
01/06/2023,397.410004,407.519989,393.079987,403.130005,403.130005,7160100
02/06/2023,402.890015,406.579987,395.899994,400.470001,400.470001,5897300
05/06/2023,400.470001,413.859985,400.149994,403.540009,403.540009,7247400
06/06/2023,405,405.119995,396.929993,399.290009,399.290009,4991500
07/06/2023,410.429993,418.950012,399.230011,399.769989,399.769989,11932400
08/06/2023,399.769989,409.540009,396.339996,409.369995,409.369995,5991100
09/06/2023,424.5,425.899994,414.76001,420.019989,420.019989,12363000
12/06/2023,418.829987,424.700012,416.570007,423.970001,423.970001,5959500
13/06/2023,430.01001,437.269989,428.399994,435.730011,435.730011,7820500
14/06/2023,434.98999,447.329987,433.5,440.859985,440.859985,8413100
15/06/2023,444.100006,448.649994,439.5,445.269989,445.269989,7099900
16/06/2023,446.149994,447.51001,430.899994,431.959991,431.959991,8745500
20/06/2023,430.179993,440,430,434.700012,434.700012,4756000
21/06/2023,432.649994,434.549988,422.540009,424.450012,424.450012,5146400
22/06/2023,422.929993,424.709991,418.679993,422.480011,422.480011,4869500
23/06/2023,418.589996,425.820007,417.730011,424.019989,424.019989,8293900
26/06/2023,422.440002,430.959991,414.899994,415.940002,415.940002,4640000
27/06/2023,417.390015,420.880005,411.5,417.079987,417.079987,4818100
28/06/2023,423.100006,437.290009,422.890015,429.839996,429.839996,8811300
29/06/2023,434.329987,437.850006,426.149994,428.23999,428.23999,4932300
30/06/2023,431.100006,444.119995,431.100006,440.48999,440.48999,7342000
03/07/2023,439.76001,441.549988,431.619995,441.440002,441.440002,3733200
05/07/2023,444.910004,450.970001,439.619995,445.899994,445.899994,6869500
06/07/2023,440,442.799988,430.720001,438.839996,438.839996,4938800
07/07/2023,438.600006,442.329987,435.839996,438.100006,438.100006,4160100
10/07/2023,438.519989,444.410004,436.820007,441.709991,441.709991,4251700
11/07/2023,438.649994,440.799988,431.040009,440.209991,440.209991,4574600
12/07/2023,444.549988,445.410004,437.75,444.049988,444.049988,5731700
13/07/2023,447,451.670013,441.179993,450.380005,450.380005,6157500
14/07/2023,452.790009,456.480011,439.700012,441.910004,441.910004,7184900
17/07/2023,445.570007,456.679993,445.109985,450.049988,450.049988,6891700
18/07/2023,451,478.149994,448.779999,474.799988,474.799988,13196900
19/07/2023,476.859985,485,470,477.589996,477.589996,20996500
20/07/2023,447,448.5,432,437.420013,437.420013,23989700
21/07/2023,437.369995,438.23999,423.190002,427.5,427.5,17303700
24/07/2023,425,428.640015,419.190002,428.369995,428.369995,8264400
25/07/2023,427.179993,430.880005,426.130005,427.700012,427.700012,4859800
26/07/2023,424.200012,425.26001,415.589996,422.670013,422.670013,6009200
27/07/2023,426.899994,427.519989,411.880005,413.170013,413.170013,6594500
28/07/2023,415.559998,427.470001,413.76001,425.779999,425.779999,6424200
31/07/2023,426.51001,439.130005,426.299988,438.970001,438.970001,6587600
01/08/2023,437.369995,445.25,431.399994,438.619995,438.619995,5711500
02/08/2023,435.230011,435.559998,426.559998,429.700012,429.700012,4912200
03/08/2023,427.799988,441.929993,427.190002,431,431,6243900
04/08/2023,433.059998,436.5,426.269989,431.600006,431.600006,5439700
07/08/2023,436.459991,441.109985,428.910004,440.76001,440.76001,4781300
08/08/2023,440.359985,443.570007,435.100006,438.299988,438.299988,3767200
09/08/2023,439.73999,440.619995,427.589996,428.899994,428.899994,3846600
10/08/2023,431.119995,438.119995,428.690002,429.980011,429.980011,5467600
11/08/2023,428.980011,430.630005,421.329987,421.660004,421.660004,3925200
14/08/2023,421.98999,428.850006,418.779999,427.779999,427.779999,3966000
15/08/2023,424.410004,429.119995,421.040009,423.700012,423.700012,3368000
16/08/2023,423.730011,424.51001,415.25,415.450012,415.450012,3967000
17/08/2023,415,415.23999,401.579987,403,403,6031500
18/08/2023,399.329987,406.519989,398.149994,404.529999,404.529999,4309200
21/08/2023,402.230011,409.609985,399.5,408.290009,408.290009,3861600
22/08/2023,409,415.73999,407.399994,413.170013,413.170013,3603300
23/08/2023,418.399994,437.019989,417.709991,427.549988,427.549988,8174700
24/08/2023,425.410004,427.589996,406.170013,406.929993,406.929993,5687800
25/08/2023,412,419.25,407.559998,416.029999,416.029999,5390900
28/08/2023,418.040009,419.829987,413.269989,418.059998,418.059998,2928600
29/08/2023,416,432.170013,414.5,429.98999,429.98999,4486700
30/08/2023,430.850006,438.160004,428.350006,434.670013,434.670013,3625400
31/08/2023,431.230011,437.149994,431.230011,433.679993,433.679993,3803000
01/09/2023,437.730011,445.5,435.929993,439.880005,439.880005,4792100
05/09/2023,438.390015,453.450012,438,448.679993,448.679993,6155900
06/09/2023,448.609985,451.390015,440.48999,445.76001,445.76001,3862300
07/09/2023,441.149994,444.600006,436.700012,443.140015,443.140015,2922700
08/09/2023,443.559998,446.809998,438.850006,442.799988,442.799988,2697500
11/09/2023,443.070007,449.890015,442.75,445.359985,445.359985,2913800
12/09/2023,442.850006,445.440002,434.119995,434.690002,434.690002,3124000
13/09/2023,435.5,438.399994,410.690002,412.23999,412.23999,11843000
14/09/2023,410.399994,411.390015,400,400.48999,400.48999,10709000
15/09/2023,401,404.700012,395.029999,396.940002,396.940002,9110700
18/09/2023,395.5,399.470001,392.600006,394.399994,394.399994,4704700
19/09/2023,392.839996,398.230011,390.25,396.200012,396.200012,4076800
20/09/2023,397.049988,397.98999,386.119995,386.299988,386.299988,3866600
21/09/2023,386.5,395.899994,383.420013,384.149994,384.149994,5547900
22/09/2023,385,386.880005,378.359985,379.809998,379.809998,3692800
25/09/2023,382.899994,386.619995,380.809998,384.799988,384.799988,3757300
26/09/2023,382.880005,384.559998,377.359985,379.25,379.25,4089400
27/09/2023,382.399994,384.220001,376.25,377.589996,377.589996,3843500
28/09/2023,375.600006,378.959991,371.100006,376.359985,376.359985,4369900
29/09/2023,380,382.579987,375.350006,377.600006,377.600006,4198700
02/10/2023,377.480011,384.809998,376.799988,380.329987,380.329987,3102100
03/10/2023,377.109985,394.899994,372.850006,376.75,376.75,8878100
04/10/2023,376.5,380.220001,373.579987,376.899994,376.899994,4303700
05/10/2023,378.01001,378.600006,367.23999,372.589996,372.589996,5034800
06/10/2023,368.429993,382.519989,367.769989,381.51001,381.51001,4773400
